filename stability_measured stability_predicted
413-QH-Li.poscar_LiVGeRu.vasp None 7.285343e-02
414-QH-Li.poscar_VMnGaRu.vasp None 9.987601e-02
415-QH-Li.poscar_VMnGeRu.vasp None 8.736912e-02
416-QH-Li.poscar_AlVFeTc.vasp None 9.233335e-02
417-QH-Li.poscar_AlMnFeW.vasp None 9.603691e-02
418-QH-Li.poscar_LiAlCuY.vasp None 6.274092e-02
419-QH-Li.poscar_LiGeYPd.vasp None 7.763447e-02
420-QH-Li.poscar_LiYPdIn.vasp None 8.440115e-02
421-QH-Li.poscar_LiGeYPt.vasp None 7.464436e-02
422-QH-Li.poscar_InEuYbHg.vasp None 8.890327e-02
423-QH-Li.poscar_PdDyYbPt.vasp None 9.727689e-02
424-QH-Li.poscar_PdHoYbPt.vasp None 9.354026e-02
425-QH-Li.poscar_RhPdDyYb.vasp None 8.914848e-02
426-QH-Li.poscar_RhPdErYb.vasp None 8.124012e-02
427-QH-Li.poscar_RhPdHoYb.vasp None 8.147203e-02
428-QH-Li.poscar_RhHoYbPt.vasp None 9.264728e-02
429-QH-Li.poscar_DyYbHgTl.vasp None 9.999605e-02
430-QH-Li.poscar_EuYbHgTl.vasp None 9.778884e-02
431-QH-Li.poscar_InDyYbTl.vasp None 9.251364e-02
432-QH-Li.poscar_InEuYbTl.vasp None 9.562183e-02
433-QH-Li.poscar_InHoYbTl.vasp None 9.471059e-02
434-QH-Li.poscar_ZnAgCdAu.vasp None 9.697204e-02
435-QH-Li.poscar_CuZnAgAu.vasp None 8.378588e-02
436-QH-Li.poscar_ZnCdDyEr.vasp None 9.348436e-02
437-QH-Li.poscar_CuZnDyEr.vasp None 8.773735e-02
438-QH-Li.poscar_ZnCdDyHo.vasp None 9.767246e-02
439-QH-Li.poscar_CuZnDyHo.vasp None 8.274494e-02
440-QH-Li.poscar_ZnCdHoEr.vasp None 8.981056e-02
441-QH-Li.poscar_CuZnHoEr.vasp None 7.516578e-02
442-QH-Li.poscar_LiAlZnAg.vasp None 8.261661e-02
443-QH-Li.poscar_LiZnAgAu.vasp None 7.289234e-02
444-QH-Li.poscar_LiZnAgCd.vasp None 5.399617e-02
445-QH-Li.poscar_LiAlZnCd.vasp None 8.368025e-02
446-QH-Li.poscar_LiZnCdAu.vasp None 6.204466e-02
447-QH-Li.poscar_LiCuZnAg.vasp None 4.692795e-02
448-QH-Li.poscar_LiAlCuZn.vasp None 2.462307e-02
449-QH-Li.poscar_LiCuZnAu.vasp None 5.489607e-02
450-QH-Li.poscar_LiCuZnCd.vasp None 4.706755e-02
451-QH-Li.poscar_LiZnGaAg.vasp None 7.559623e-02
452-QH-Li.poscar_LiZnGaAu.vasp None 9.773565e-02
453-QH-Li.poscar_LiZnGaCd.vasp None 7.353248e-02
454-QH-Li.poscar_LiCuZnGa.vasp None 3.538317e-02
455-QH-Li.poscar_LiZnAgHg.vasp None 9.545946e-02
456-QH-Li.poscar_LiZnCdHg.vasp None 8.312761e-02
457-QH-Li.poscar_LiZnAgIn.vasp None 8.058604e-02
458-QH-Li.poscar_LiZnInAu.vasp None 9.384954e-02
459-QH-Li.poscar_LiZnCdIn.vasp None 7.051499e-02
460-QH-Li.poscar_LiCuZnIn.vasp None 8.630553e-02
461-QH-Li.poscar_MgZnAgCd.vasp None 9.883061e-02
462-QH-Li.poscar_MgCuZnAg.vasp None 9.361478e-02
463-QH-Li.poscar_MgZnCdHo.vasp None 9.472328e-02
464-QH-Li.poscar_LiMgZnAg.vasp None 9.017962e-02
465-QH-Li.poscar_LiMgAlZn.vasp None 8.215119e-02
466-QH-Li.poscar_LiMgZnAu.vasp None 8.730834e-02
467-QH-Li.poscar_LiMgZnCd.vasp None 6.248086e-02
468-QH-Li.poscar_LiMgCuZn.vasp None 8.025744e-02
469-QH-Li.poscar_LiMgZnGa.vasp None 5.697039e-02
470-QH-Li.poscar_LiMgZnHg.vasp None 9.145190e-02
471-QH-Li.poscar_LiMgZnIn.vasp None 6.681294e-02
472-QH-Li.poscar_LiMnZnGa.vasp None 8.696436e-02
473-QH-Li.poscar_ZnAgNdEu.vasp None 9.595056e-02
474-QH-Li.poscar_ZnCdNdEu.vasp None 9.047385e-02
475-QH-Li.poscar_ZnGaNdHo.vasp None 9.492758e-02
476-QH-Li.poscar_AlCoNiZn.vasp None 8.907999e-02
477-QH-Li.poscar_AlNiCuZn.vasp None 9.807132e-02
478-QH-Li.poscar_LiNiCuZn.vasp None 2.563417e-02
479-QH-Li.poscar_LiNiZnGa.vasp None 3.489711e-02
480-QH-Li.poscar_LiNiZnGe.vasp None 6.576410e-02
481-QH-Li.poscar_LiNiZnIn.vasp None 5.586365e-02
482-QH-Li.poscar_MgNiCuZn.vasp None 9.065839e-02
483-QH-Li.poscar_MnNiZnGa.vasp None 8.539717e-02
484-QH-Li.poscar_CuZnPdCd.vasp None 9.253688e-02
485-QH-Li.poscar_LiZnPdAg.vasp None 7.126552e-02
486-QH-Li.poscar_LiZnPdAu.vasp None 9.414498e-02
487-QH-Li.poscar_LiZnPdCd.vasp None 5.795326e-02
488-QH-Li.poscar_LiCuZnPd.vasp None 6.704541e-02
489-QH-Li.poscar_LiZnGaPd.vasp None 6.652788e-02
490-QH-Li.poscar_LiZnPdIn.vasp None 8.222518e-02
491-QH-Li.poscar_MgCuZnPd.vasp None 9.032176e-02
492-QH-Li.poscar_LiMgZnPd.vasp None 8.183796e-02
493-QH-Li.poscar_ZnAgPmEu.vasp None 9.024453e-02
494-QH-Li.poscar_ZnCdPmEu.vasp None 9.236134e-02
495-QH-Li.poscar_ZnGaPmHo.vasp None 9.535541e-02
496-QH-Li.poscar_ZnCdNdPm.vasp None 7.729739e-02
497-QH-Li.poscar_ZnGaNdPm.vasp None 8.756540e-02
498-QH-Li.poscar_ZnNdPmHg.vasp None 9.370984e-02
499-QH-Li.poscar_ZnAgPrEu.vasp None 9.721658e-02
500-QH-Li.poscar_ZnCdPrEu.vasp None 9.654224e-02
501-QH-Li.poscar_ZnAgPrNd.vasp None 9.931584e-02
502-QH-Li.poscar_ZnCdPrNd.vasp None 9.642388e-02
503-QH-Li.poscar_ZnPrNdHg.vasp None 8.916520e-02
504-QH-Li.poscar_ZnCdPrPm.vasp None 8.668211e-02
505-QH-Li.poscar_ZnPrPmHg.vasp None 9.153132e-02
506-QH-Li.poscar_LiZnCdPt.vasp None 9.837990e-02
507-QH-Li.poscar_LiCuZnPt.vasp None 8.781797e-02
508-QH-Li.poscar_LiZnGaPt.vasp None 8.385635e-02
509-QH-Li.poscar_LiCuZnRh.vasp None 7.837502e-02
510-QH-Li.poscar_ScZnAgCd.vasp None 9.555176e-02
511-QH-Li.poscar_ScCuZnAg.vasp None 8.653762e-02
512-QH-Li.poscar_ScCuZnCd.vasp None 8.089668e-02
513-QH-Li.poscar_ScCuZnGa.vasp None 5.522762e-02
514-QH-Li.poscar_ScCuZnIn.vasp None 3.655407e-02
515-QH-Li.poscar_LiAlScZn.vasp None 8.567572e-02
516-QH-Li.poscar_LiScCuZn.vasp None 9.148768e-02
517-QH-Li.poscar_LiScZnGa.vasp None 5.233938e-02
518-QH-Li.poscar_LiScZnIn.vasp None 5.308060e-02
519-QH-Li.poscar_MgScZnAg.vasp None 8.964621e-02
520-QH-Li.poscar_MgScZnAu.vasp None 9.858627e-02
521-QH-Li.poscar_MgScZnCd.vasp None 7.610970e-02
522-QH-Li.poscar_MgScCuZn.vasp None 3.171242e-02
523-QH-Li.poscar_MgScZnGa.vasp None 4.881595e-02
524-QH-Li.poscar_MgScZnIn.vasp None 7.380837e-02
525-QH-Li.poscar_LiMgScZn.vasp None 6.985422e-02
526-QH-Li.poscar_ScNiZnGa.vasp None 9.758637e-02
527-QH-Li.poscar_ScCuZnPd.vasp None 8.782906e-02
528-QH-Li.poscar_ZnCdSmEr.vasp None 9.593088e-02
529-QH-Li.poscar_ZnAgSmEu.vasp None 9.830325e-02
530-QH-Li.poscar_ZnCdSmHo.vasp None 9.702664e-02
531-QH-Li.poscar_ZnSmHoHg.vasp None 9.895919e-02
532-QH-Li.poscar_ZnCdNdSm.vasp None 7.496290e-02
533-QH-Li.poscar_ZnNdSmHg.vasp None 9.023644e-02
534-QH-Li.poscar_ZnCdPmSm.vasp None 8.731812e-02
535-QH-Li.poscar_ZnPmSmHg.vasp None 8.402718e-02
536-QH-Li.poscar_ZnCdPrSm.vasp None 8.684265e-02
537-QH-Li.poscar_ZnPrSmHg.vasp None 9.676147e-02
538-QH-Li.poscar_ZnGaTbHo.vasp None 8.860983e-02
539-QH-Li.poscar_ZnNdTbHg.vasp None 9.497789e-02
540-QH-Li.poscar_ZnGaPmTb.vasp None 9.991907e-02
541-QH-Li.poscar_ZnPmTbHg.vasp None 9.436448e-02
542-QH-Li.poscar_ZnGaPrTb.vasp None 9.698940e-02
543-QH-Li.poscar_ZnSmTbHg.vasp None 9.262857e-02
544-QH-Li.poscar_TiCuZnAu.vasp None 9.327703e-02
545-QH-Li.poscar_MgTiCuZn.vasp None 7.922016e-02
546-QH-Li.poscar_ScTiZnGa.vasp None 8.142763e-02
547-QH-Li.poscar_ScTiZnIn.vasp None 9.979094e-02
548-QH-Li.poscar_ZnCdDyTm.vasp None 8.918824e-02
549-QH-Li.poscar_CuZnDyTm.vasp None 8.891929e-02
550-QH-Li.poscar_ZnAgErTm.vasp None 9.752854e-02
551-QH-Li.poscar_ZnCdErTm.vasp None 8.703985e-02
552-QH-Li.poscar_CuZnErTm.vasp None 7.268248e-02
553-QH-Li.poscar_ZnAgHoTm.vasp None 9.668336e-02
554-QH-Li.poscar_ZnCdHoTm.vasp None 9.017614e-02
555-QH-Li.poscar_CuZnHoTm.vasp None 7.071854e-02
556-QH-Li.poscar_ZnHoTmHg.vasp None 9.042223e-02
557-QH-Li.poscar_ZnGaPmTm.vasp None 9.552405e-02
558-QH-Li.poscar_ZnGaSmTm.vasp None 9.933375e-02
559-QH-Li.poscar_ZnGaTbTm.vasp None 9.875332e-02
560-QH-Li.poscar_ZnTbTmHg.vasp None 9.668265e-02
561-QH-Li.poscar_CuZnYIn.vasp None 6.975459e-02
562-QH-Li.poscar_ZnCdDyYb.vasp None 8.234517e-02
563-QH-Li.poscar_CuZnDyYb.vasp None 9.562403e-02
564-QH-Li.poscar_ZnAgErYb.vasp None 9.201385e-02
565-QH-Li.poscar_ZnCdErYb.vasp None 8.240366e-02
566-QH-Li.poscar_CuZnErYb.vasp None 9.105516e-02
567-QH-Li.poscar_ZnAgHoYb.vasp None 9.264725e-02
568-QH-Li.poscar_ZnCdHoYb.vasp None 8.332111e-02
569-QH-Li.poscar_CuZnHoYb.vasp None 9.488566e-02
570-QH-Li.poscar_ZnGaHoYb.vasp None 8.247348e-02
571-QH-Li.poscar_ZnHoYbHg.vasp None 8.648023e-02
572-QH-Li.poscar_MgZnCdYb.vasp None 8.323078e-02
573-QH-Li.poscar_ZnTbYbHg.vasp None 9.077130e-02
574-QH-Li.poscar_ZnAgTmYb.vasp None 8.790811e-02
575-QH-Li.poscar_ZnCdTmYb.vasp None 8.007960e-02
576-QH-Li.poscar_CuZnTmYb.vasp None 8.729496e-02
577-QH-Li.poscar_ZnGaTmYb.vasp None 9.880509e-02
578-QH-Li.poscar_ZnTmYbHg.vasp None 9.896727e-02
579-QH-Li.poscar_ZnInTmYb.vasp None 9.276046e-02
580-QH-Li.poscar_AlCuZrAu.vasp None 4.475387e-02
581-QH-Li.poscar_AlFeCoZr.vasp None 6.947586e-02
582-QH-Li.poscar_AlCuZrIr.vasp None 9.885311e-02
583-QH-Li.poscar_AlFeZrIr.vasp None 6.908575e-02
584-QH-Li.poscar_LiAlCuZr.vasp None 9.573565e-02
585-QH-Li.poscar_LiGeZrIr.vasp None 1.966959e-02
586-QH-Li.poscar_MgGaZrIr.vasp None 9.029620e-02
587-QH-Li.poscar_AlCoNiZr.vasp None 7.573408e-02
588-QH-Li.poscar_AlNiCuZr.vasp None 2.508590e-02
589-QH-Li.poscar_LiNiGaZr.vasp None 6.757150e-02
590-QH-Li.poscar_AlZrPdAu.vasp None 9.644050e-02
591-QH-Li.poscar_AlCuZrPd.vasp None 1.929994e-02
592-QH-Li.poscar_LiAlZrPd.vasp None 1.823321e-02
593-QH-Li.poscar_LiGaZrPd.vasp None 5.739317e-02
594-QH-Li.poscar_LiZrPdIn.vasp None 3.125201e-02
595-QH-Li.poscar_AlZrPtAu.vasp None 8.764073e-02
596-QH-Li.poscar_AlCuZrPt.vasp None 4.006774e-02
597-QH-Li.poscar_LiAlZrPt.vasp None 2.074522e-02
598-QH-Li.poscar_LiGaZrPt.vasp None -1.384334e-02
599-QH-Li.poscar_LiZrInPt.vasp None 1.148075e-03
600-QH-Li.poscar_AlCuZrRh.vasp None 8.658197e-02
601-QH-Li.poscar_LiGeZrRh.vasp None 5.439718e-03
602-QH-Li.poscar_MgZnZrPt.vasp None 4.824954e-02
603-QH-Li2.poscar_CrFeCoGa.vasp None 9.793350e-02
604-QH-Li2.poscar_CrFeCoGe.vasp None 8.648369e-02
605-QH-Li2.poscar_GaCdDyHo.vasp None 9.915347e-02
606-QH-Li2.poscar_CdDyHoHg.vasp None 8.870941e-02
607-QH-Li2.poscar_CdHoErHg.vasp None 7.412474e-02
608-QH-Li2.poscar_CdEuHoHg.vasp None 9.646750e-02
609-QH-Li2.poscar_CaCdInEu.vasp None 8.937581e-02
610-QH-Li2.poscar_InDyHoHg.vasp None 9.618723e-02
611-QH-Li2.poscar_InEuHoHg.vasp None 8.912048e-02
612-QH-Li2.poscar_AlCoHfIr.vasp None 7.571384e-02
613-QH-Li2.poscar_AlCuHfIr.vasp None 9.792361e-02
614-QH-Li2.poscar_AlFeHfIr.vasp None 6.338187e-02
615-QH-Li2.poscar_LiAlAgAu.vasp None 8.564961e-02
616-QH-Li2.poscar_LiAlAgCd.vasp None 8.409076e-02
617-QH-Li2.poscar_LiAgCdAu.vasp None 5.644112e-02
618-QH-Li2.poscar_LiAlCuAg.vasp None 5.358294e-02
619-QH-Li2.poscar_LiCuAgAu.vasp None 9.421718e-02
620-QH-Li2.poscar_LiAlCuAu.vasp None 9.662981e-02
621-QH-Li2.poscar_LiCuAgCd.vasp None 5.609081e-02
622-QH-Li2.poscar_LiAlCuCd.vasp None 9.286260e-02
623-QH-Li2.poscar_LiCuCdAu.vasp None 5.591196e-02
624-QH-Li2.poscar_LiGaAgCd.vasp None 7.997230e-02
625-QH-Li2.poscar_LiCuGaAg.vasp None 5.375476e-02
626-QH-Li2.poscar_LiCuGaAu.vasp None 6.794761e-02
627-QH-Li2.poscar_LiCuGaCd.vasp None 4.253170e-02
628-QH-Li2.poscar_LiCuGeAg.vasp None 8.387108e-02
629-QH-Li2.poscar_LiCuGeAu.vasp None 8.170320e-02
630-QH-Li2.poscar_LiCuGeCd.vasp None 9.718162e-02
631-QH-Li2.poscar_LiAgCdHg.vasp None 8.388162e-02
632-QH-Li2.poscar_LiCdAuHg.vasp None 9.194648e-02
633-QH-Li2.poscar_LiCuAgHg.vasp None 8.858715e-02
634-QH-Li2.poscar_LiCuCdHg.vasp None 9.693348e-02
635-QH-Li2.poscar_LiGaCdHg.vasp None 9.898494e-02
636-QH-Li2.poscar_LiAgInAu.vasp None 8.583795e-02
637-QH-Li2.poscar_LiAgCdIn.vasp None 6.513896e-02
638-QH-Li2.poscar_LiCdInAu.vasp None 9.111200e-02
639-QH-Li2.poscar_LiCuAgIn.vasp None 3.873966e-02
640-QH-Li2.poscar_LiCuInAu.vasp None 6.691033e-02
641-QH-Li2.poscar_LiCuCdIn.vasp None 2.705236e-02
642-QH-Li2.poscar_AlAgLuAu.vasp None 9.784743e-02
643-QH-Li2.poscar_AlCuAgLu.vasp None 9.280993e-02
644-QH-Li2.poscar_LiGaAgLu.vasp None 9.465898e-02
645-QH-Li2.poscar_LiCuGaLu.vasp None 5.622040e-02
646-QH-Li2.poscar_LiAgInLu.vasp None 8.768455e-02
647-QH-Li2.poscar_LiCuInLu.vasp None 7.200526e-02
648-QH-Li2.poscar_MgCuAgCd.vasp None 8.410798e-02
649-QH-Li2.poscar_MgCuCdAu.vasp None 9.984217e-02
650-QH-Li2.poscar_LiMgAlAg.vasp None 7.193901e-02
651-QH-Li2.poscar_LiMgAgAu.vasp None 9.125183e-02
652-QH-Li2.poscar_LiMgAgCd.vasp None 5.424004e-02
653-QH-Li2.poscar_LiMgAlCd.vasp None 8.668569e-02
654-QH-Li2.poscar_LiMgCdAu.vasp None 8.020254e-02
655-QH-Li2.poscar_LiMgCuAg.vasp None 6.884238e-02
656-QH-Li2.poscar_LiMgAlCu.vasp None 8.323500e-02
657-QH-Li2.poscar_LiMgCuCd.vasp None 9.490739e-02
658-QH-Li2.poscar_LiMgGaAg.vasp None 5.840474e-02
659-QH-Li2.poscar_LiMgGaAu.vasp None 9.128213e-02
660-QH-Li2.poscar_LiMgGaCd.vasp None 7.440539e-02
661-QH-Li2.poscar_LiMgCoGa.vasp None 9.445942e-02
662-QH-Li2.poscar_LiMgCuGa.vasp None 1.379053e-02
663-QH-Li2.poscar_LiMgCuGe.vasp None 6.878211e-02
664-QH-Li2.poscar_LiMgCdHg.vasp None 9.302224e-02
665-QH-Li2.poscar_LiMgAgIn.vasp None 5.326483e-02
666-QH-Li2.poscar_LiMgCdIn.vasp None 7.215024e-02
667-QH-Li2.poscar_LiMgCuIn.vasp None 3.133698e-02
668-QH-Li2.poscar_BeAlCrMn.vasp None 8.600855e-02
669-QH-Li2.poscar_CrMnFeGa.vasp None 9.504107e-02
670-QH-Li2.poscar_CrMnFeGe.vasp None 6.685554e-02
671-QH-Li2.poscar_MnCoGaIr.vasp None 7.395373e-02
672-QH-Li2.poscar_MnFeGaIr.vasp None 8.959422e-02
673-QH-Li2.poscar_LiMnCuGa.vasp None 9.961597e-02
674-QH-Li2.poscar_LiMnCoGe.vasp None 7.612861e-02
675-QH-Li2.poscar_LiMnFeGe.vasp None 9.648993e-02
676-QH-Li2.poscar_NaAgCdIn.vasp None 9.556400e-02
677-QH-Li2.poscar_LiNaGaCd.vasp None 9.404399e-02
678-QH-Li2.poscar_NaMgAgCd.vasp None 8.820535e-02
679-QH-Li2.poscar_LiCoGaNb.vasp None 4.952417e-02
680-QH-Li2.poscar_MnFeGaNb.vasp None 9.594665e-02
681-QH-Li2.poscar_CdNdDyHg.vasp None 8.486939e-02
682-QH-Li2.poscar_AgNdEuHg.vasp None 9.718259e-02
683-QH-Li2.poscar_CdNdEuHg.vasp None 7.818981e-02
684-QH-Li2.poscar_CdInNdDy.vasp None 8.791046e-02
685-QH-Li2.poscar_CdInNdEr.vasp None 7.979654e-02
686-QH-Li2.poscar_CdInNdEu.vasp None 8.620471e-02
687-QH-Li2.poscar_CdInNdHo.vasp None 8.885681e-02
688-QH-Li2.poscar_InNdHoHg.vasp None 9.184408e-02
689-QH-Li2.poscar_AlCoNiCu.vasp None 9.983995e-02
690-QH-Li2.poscar_AlFeCoNi.vasp None 7.663346e-02
691-QH-Li2.poscar_BeCoNiGa.vasp None 6.966817e-02
692-QH-Li2.poscar_AlCoNiHf.vasp None 7.514610e-02
693-QH-Li2.poscar_AlNiCuHf.vasp None 4.603155e-02
694-QH-Li2.poscar_LiAlNiCu.vasp None 7.112686e-02
695-QH-Li2.poscar_LiNiCuGa.vasp None 8.576680e-02
696-QH-Li2.poscar_LiNiCuIn.vasp None 7.853135e-02
697-QH-Li2.poscar_LiMgNiGa.vasp None 4.270234e-02
698-QH-Li2.poscar_LiMgNiGe.vasp None 8.309858e-02
699-QH-Li2.poscar_LiMgNiIn.vasp None 3.744390e-02
700-QH-Li2.poscar_AlMnCoNi.vasp None 1.312298e-02
701-QH-Li2.poscar_AlMnNiCu.vasp None 8.769715e-02
702-QH-Li2.poscar_AlMnFeNi.vasp None 8.086911e-02
703-QH-Li2.poscar_LiMnNiGa.vasp None 5.125512e-02
704-QH-Li2.poscar_LiMnNiGe.vasp None 6.151150e-02
705-QH-Li2.poscar_AlCoNiNb.vasp None 9.904794e-02
706-QH-Li2.poscar_AlNiCuNb.vasp None 8.586490e-02
707-QH-Li2.poscar_AlMnFeOs.vasp None 8.983840e-02
708-QH-Li2.poscar_LiAlMoOs.vasp None 4.055568e-02
709-QH-Li2.poscar_LiGaMoOs.vasp None 6.232117e-02
710-QH-Li2.poscar_LiGeNbOs.vasp None 5.706376e-02
711-QH-Li2.poscar_LiCuAgPb.vasp None 9.359897e-02
712-QH-Li2.poscar_PdAgCdAu.vasp None 8.194824e-02
713-QH-Li2.poscar_CuPdAgAu.vasp None 7.978455e-02
714-QH-Li2.poscar_AlCuPdHf.vasp None 3.145414e-02
715-QH-Li2.poscar_CuPdCdIn.vasp None 9.330046e-02
716-QH-Li2.poscar_LiPdAgAu.vasp None 9.197789e-02
717-QH-Li2.poscar_LiPdAgCd.vasp None 7.129688e-02
718-QH-Li2.poscar_LiPdCdAu.vasp None 8.754654e-02
719-QH-Li2.poscar_LiCuPdAg.vasp None 8.643912e-02
720-QH-Li2.poscar_LiAlCuPd.vasp None 7.140633e-02
721-QH-Li2.poscar_LiCuPdAu.vasp None 8.234033e-02
722-QH-Li2.poscar_LiCuPdCd.vasp None 5.863235e-02
723-QH-Li2.poscar_LiGaPdAg.vasp None 9.232831e-02
724-QH-Li2.poscar_LiGaPdCd.vasp None 8.453018e-02
725-QH-Li2.poscar_LiCuGaPd.vasp None 9.265727e-02
726-QH-Li2.poscar_LiPdAuHg.vasp None 9.920180e-02
727-QH-Li2.poscar_LiPdAgIn.vasp None 7.089475e-02
728-QH-Li2.poscar_LiPdInAu.vasp None 8.829489e-02
729-QH-Li2.poscar_LiPdCdIn.vasp None 7.613580e-02
730-QH-Li2.poscar_LiCuPdIn.vasp None 6.358266e-02
731-QH-Li2.poscar_LiGePdLu.vasp None 8.106250e-02
732-QH-Li2.poscar_MgPdAgCd.vasp None 8.788264e-02
733-QH-Li2.poscar_MgCuPdAg.vasp None 9.294709e-02
734-QH-Li2.poscar_MgAlCuPd.vasp None 8.927358e-02
735-QH-Li2.poscar_MgCuPdCd.vasp None 8.860613e-02
736-QH-Li2.poscar_LiMgPdAg.vasp None 9.081408e-02
737-QH-Li2.poscar_LiMgAlPd.vasp None 9.682574e-02
738-QH-Li2.poscar_LiMgPdCd.vasp None 7.924971e-02
739-QH-Li2.poscar_LiMgCuPd.vasp None 8.648780e-02
740-QH-Li2.poscar_LiMgPdIn.vasp None 8.438913e-02
741-QH-Li2.poscar_LiPdLaPb.vasp None 8.061281e-02
742-QH-Li2.poscar_CdPmDyHg.vasp None 9.599605e-02
743-QH-Li2.poscar_CdPmEuHg.vasp None 7.915817e-02
744-QH-Li2.poscar_CdInPmDy.vasp None 8.121129e-02
745-QH-Li2.poscar_CdInPmEr.vasp None 8.099005e-02
746-QH-Li2.poscar_CdInPmEu.vasp None 9.332682e-02
747-QH-Li2.poscar_CdInPmHo.vasp None 8.281985e-02
748-QH-Li2.poscar_InPmHoHg.vasp None 8.789498e-02
749-QH-Li2.poscar_PdAgPmDy.vasp None 9.567902e-02
750-QH-Li2.poscar_PdAgPmEr.vasp None 9.909767e-02
751-QH-Li2.poscar_PdAgPmEu.vasp None 9.298636e-02
752-QH-Li2.poscar_CdPrDyHg.vasp None 8.663101e-02
753-QH-Li2.poscar_AgPrEuHg.vasp None 9.649144e-02
754-QH-Li2.poscar_CdPrEuHg.vasp None 9.174111e-02
755-QH-Li2.poscar_CdInPrDy.vasp None 7.955897e-02
756-QH-Li2.poscar_CdInPrEr.vasp None 7.847315e-02
757-QH-Li2.poscar_CdInPrEu.vasp None 8.850575e-02
758-QH-Li2.poscar_CdInPrHo.vasp None 8.748920e-02
759-QH-Li2.poscar_InPrHoHg.vasp None 8.673462e-02
760-QH-Li2.poscar_PdAgPrEu.vasp None 9.847952e-02
761-QH-Li2.poscar_AlCuHfPt.vasp None 6.277238e-02
762-QH-Li2.poscar_LiAlCuPt.vasp None 8.312874e-02
763-QH-Li2.poscar_LiCuCdPt.vasp None 9.712834e-02
764-QH-Li2.poscar_LiCuInPt.vasp None 8.685430e-02
765-QH-Li2.poscar_LiGaLuPt.vasp None 8.464263e-02
766-QH-Li2.poscar_LiGeLuPt.vasp None 8.237930e-02
767-QH-Li2.poscar_AlMnCuPt.vasp None 9.675896e-02
768-QH-Li2.poscar_LiLaPtPb.vasp None 7.936834e-02
769-QH-Li2.poscar_PdPmEuPt.vasp None 9.638514e-02
770-QH-Li2.poscar_RbCdCsHg.vasp None 9.566226e-02
771-QH-Li2.poscar_NaKRbCs.vasp None 6.226502e-02
772-QH-Li2.poscar_AlCuRhHf.vasp None 6.555055e-02
773-QH-Li2.poscar_AlFeRhHf.vasp None 8.302320e-02
774-QH-Li2.poscar_LiGaNbRh.vasp None 7.381217e-02
775-QH-Li2.poscar_RhPdNdPm.vasp None 9.581084e-02
776-QH-Li2.poscar_LiGaMoRu.vasp None 8.575960e-02
777-QH-Li2.poscar_LiGeNbRu.vasp None 3.405165e-02
778-QH-Li2.poscar_LiCuPdSb.vasp None 9.737096e-02
779-QH-Li2.poscar_AlScAgAu.vasp None 7.494846e-02
780-QH-Li2.poscar_AlScCuAg.vasp None 6.712187e-02
781-QH-Li2.poscar_ScCuCdAu.vasp None 7.619212e-02
782-QH-Li2.poscar_LiAlScAg.vasp None 8.717769e-02
783-QH-Li2.poscar_LiScGaAg.vasp None 5.565387e-02
784-QH-Li2.poscar_LiScGaAu.vasp None 7.503175e-02
785-QH-Li2.poscar_LiScCoGa.vasp None 7.748510e-02
786-QH-Li2.poscar_LiScCuGa.vasp None -2.514259e-02
787-QH-Li2.poscar_LiScAgIn.vasp None 3.692276e-02
788-QH-Li2.poscar_LiScInAu.vasp None 9.264282e-02
789-QH-Li2.poscar_LiScCuIn.vasp None -1.989332e-02
790-QH-Li2.poscar_LiMgScIn.vasp None 5.587279e-02
791-QH-Li2.poscar_ScCoNiGa.vasp None 3.920118e-02
792-QH-Li2.poscar_ScNiCuGa.vasp None 3.244054e-02
793-QH-Li2.poscar_ScCoNiIn.vasp None 8.248838e-02
794-QH-Li2.poscar_ScNiCuIn.vasp None 3.342822e-02
795-QH-Li2.poscar_MgScNiGa.vasp None 7.270051e-02
796-QH-Li2.poscar_AlScPdAg.vasp None 9.931068e-02
797-QH-Li2.poscar_ScPdAgCd.vasp None 9.121126e-02
798-QH-Li2.poscar_ScGaPdAg.vasp None 7.069147e-02
799-QH-Li2.poscar_ScCuGaPd.vasp None 3.837082e-02
800-QH-Li2.poscar_ScPdAgIn.vasp None 9.311187e-02
801-QH-Li2.poscar_ScCuPdIn.vasp None 4.563735e-02
802-QH-Li2.poscar_LiScGaPd.vasp None 8.658242e-02
803-QH-Li2.poscar_LiScGePd.vasp None 9.369583e-02
804-QH-Li2.poscar_MgAlScPd.vasp None 9.148661e-02
805-QH-Li2.poscar_MgScGaPd.vasp None 6.783643e-02
806-QH-Li2.poscar_MgScPdIn.vasp None 7.913891e-02
807-QH-Li2.poscar_ScCuPdPb.vasp None 9.711209e-02
808-QH-Li2.poscar_LiScPdPb.vasp None 7.302361e-02
809-QH-Li2.poscar_AlScAgPt.vasp None 7.987941e-02
810-QH-Li2.poscar_ScCuGaPt.vasp None 6.625879e-02
811-QH-Li2.poscar_ScCuInPt.vasp None 8.078461e-02
812-QH-Li2.poscar_MgAlScPt.vasp None 9.394531e-02
813-QH-Li2.poscar_MgScGaPt.vasp None 6.540575e-02
814-QH-Li2.poscar_MgScInPt.vasp None 8.109361e-02
815-QH-Li2.poscar_ScCoGaRu.vasp None 9.915547e-02
816-QH-Li2.poscar_SiCrFeCo.vasp None 8.091732e-02
817-QH-Li2.poscar_SiCrMnCo.vasp None 7.575269e-02
